5.748848097956095193e-01,-5.263374820744054494e-01,-9.803173488278575654e-02,8.006706349196890393e-02,-9.924708851415640076e-01,-2.303272566935496979e-01,-1.576653026823365389e+00,2.837109638556258306e-01,5.846209194794054209e-01,-1.158270398361871178e+00
-5.891993823268386610e-01,3.561646619102094014e-01,-2.322317579119732855e-01,1.255801105044870969e+00,-3.776850391467509449e-01,-2.262763824452612149e-01,1.567952496525997219e+00,-1.588654881434935273e+00,-9.159799124886945920e-01,2.456067781537752959e-01
2.296320407467972835e+00,-8.420943828647378115e-01,-2.069914723678220256e-02,7.446802044198841397e-02,2.640090902815654950e-01,-1.221263355698180703e-01,-8.668739008111907562e-01,-3.543516209302543518e-01,-1.210831049438264140e+00,-7.558947279480463521e-01
-4.799601492104104555e-03,6.043611084657319298e-03,-1.138922351497548391e+00,2.436128319495462602e+00,-1.696981552350644407e+00,-2.211565212357334831e-01,9.173345495629933177e-01,-1.891654263321246532e+00,7.134433445305085053e-01,1.583791094505858643e-01
-1.913330165527584587e-02,-1.181950342385297725e+00,1.452806360683426279e+00,4.336604481123861321e-01,-1.177317056018569730e+00,-6.921225864226674407e-01,-1.671647213556870737e+00,-5.903701628905695387e-01,7.050611475743783219e-01,1.027384227928828386e-01
3.431367945541893144e-02,1.003086051698340725e-01,-1.260439351523774953e-01,1.734291187945098622e+00,-1.700372746167104987e+00,9.415962588149283663e-01,2.464897587533841639e-02,2.448612305382493609e-02,-2.817031457016622858e-02,-7.797230467256328623e-01
3.446638578345345150e-01,-5.776383629457586544e-01,3.246283048074394273e-01,7.304122753525827960e-01,-9.690595277930736939e-01,4.493271729083215815e-01,-1.248749156622984025e+00,6.067984329344496691e-02,3.010138483757752725e-01,-1.460752999325514445e-01
-1.423659285486973125e-01,3.495655149777864845e-01,8.398925442426623533e-01,9.146954607755563016e-01,5.317725553551027468e-02,-2.423339057283843134e-01,-1.413352532623854740e+00,-2.563340350352429464e+00,-1.239240155487083772e+00,9.682426811731861260e-01
2.136227302662454218e-03,-7.634959957808763464e-01,4.607846700098414683e-01,-1.208856802619225457e+00,-3.534986653291901093e-01,-4.270012336734794745e-01,2.783908564863611379e-01,-2.235369061698605275e+00,6.667114665644917615e-01,-1.380061189221211349e+00
-6.052364682789106443e-01,6.983416944531858350e-01,6.515238624995109973e-01,5.734046735725875088e-01,7.617165299417879565e-01,-3.985769339909687181e-01,4.031744309954015115e-01,4.837092977742411537e-01,-1.056010622286562423e-01,1.012826316792718950e+00
-3.602467114707865181e-01,-9.090966509656878136e-01,1.900994841395920593e-02,-3.327030869393011736e-01,1.515362790679245064e+00,2.564933238577036700e+00,-1.179553366131475212e+00,3.522411750506894146e-01,1.615905043085089365e-01,-1.045656140165067589e-02
-8.595228277870569089e-01,1.364056363809424133e-01,-7.455693629437100123e-01,1.028386757651375882e+00,3.457921451771180377e-01,2.258877254989936745e+00,8.168991379716750156e-01,3.098396984030130086e-01,3.372202142865404206e-01,-1.371355640294649403e+00
3.027582310777646168e-01,1.278146761881752802e+00,-3.806434659258431941e-01,-4.671343134729747937e-01,5.621633662999369063e-01,5.139423530222483327e-01,6.837839775018105248e-01,1.320381715361285298e-02,-1.452814171051052927e+00,-1.754074199756873731e-01
-1.544614412330990394e+00,-1.357619885993165187e+00,3.987378769694876479e-01,1.324932129800998892e-01,-1.695643219316828487e+00,9.433738431473841137e-04,-7.315526162801025967e-01,1.207090801409690384e+00,8.161845967364117493e-01,2.321180152050174861e-01
-3.055623791291060543e-01,-1.020883615435295599e+00,-1.655284529091663459e-01,1.658199424860563043e-01,3.384236529112795155e-01,6.239745524172818358e-01,-5.907791129689941023e-01,4.418268274724614780e-02,7.257688792219076923e-01,7.924464622084997911e-02
1.206502579040970996e-01,5.716449266817114072e-01,-5.225026933933155787e-02,-1.137626936679869472e+00,-5.984168803621149335e-01,2.156081125758279315e-01,-1.319966154961121685e+00,3.492600651146116619e-01,9.301311484107752658e-01,5.077238840657373187e-01
8.864937948902175124e-01,-1.058989401856957668e+00,6.016217364436273751e-01,-5.225666114949182456e-03,-6.572840553843627420e-01,-9.507851745305887503e-01,-7.085134213156626393e-01,2.045405715679856073e-01,6.273078971323322595e-01,-3.936659845897519383e-01
7.069785385285227708e-01,-3.214959530747897309e-01,3.781213775266065169e-01,9.044306660900284234e-01,1.487911144879634495e+00,1.345607823682814619e+00,1.703290465730488146e+00,-1.148250930363391431e+00,5.696710526529950025e-01,5.339743371050881260e-01
-6.033891113074086876e-01,3.024407424665712107e-01,4.576860550014156259e-01,-1.867591283604899954e-01,1.866313159860874260e-01,1.550332967787664940e+00,1.295827062777971106e+00,-7.940751732711306965e-02,-2.992279977766360011e-01,9.985309382343033890e-01
-7.298856119159778943e-01,-6.838285053999336727e-01,-1.042696611323232547e+00,-1.643415219452668108e+00,-5.255800988012515607e-01,-1.135661147250024205e+00,-1.345792500883680465e-01,-2.141674033568541635e-01,-3.916072938421458760e-01,1.411314450614188087e-01
5.248749735191247101e-01,-1.165602337175506209e+00,4.351438191268294231e-01,-3.106054142252968053e-01,1.487692204766630222e-01,-7.051100963491562235e-01,6.774690400362136655e-01,-8.932665378043083138e-01,2.954170023769184250e-01,-7.991844471465237021e-01
8.320659997076415015e-01,-3.039791180229001188e-01,2.989790538076549375e-01,-1.128224565010564007e+00,-7.544391352201281764e-01,9.521426153313903296e-01,-1.012838123409764979e-02,2.378328020265746690e-01,1.803315493801216085e-01,-7.398633200634009421e-01
4.693157461575694911e-01,2.322790098477599763e+00,1.138907774350556679e+00,3.289014890275522851e-01,1.546713468015714410e+00,7.098517225153744281e-02,2.791388199707123263e-01,-1.568387918306876738e+00,-1.915813836697328743e-01,-1.181684909660446259e+00
1.062353361747590652e+00,-8.190991122794981649e-01,3.323539721870806818e-01,-6.460998195312851466e-01,-1.115244642041228751e+00,9.392924023376901799e-01,-3.431748338514103991e-01,-1.021785995263279068e+00,1.274086886222350445e+00,-2.141535419431424891e+00
1.569470644895763600e+00,-3.310762523472484120e-01,2.022947411826652608e+00,-2.159846757422709262e-01,-2.878618302531723017e-01,-4.449891792172029348e-01,-2.948323046858411511e-01,6.675699584165337153e-02,1.361584587056475781e+00,-1.509299539530327916e+00
2.195918719665548857e-01,1.327489467564631598e+00,1.015449280926804976e+00,1.542215704002797505e+00,1.258330714411582285e+00,5.905289954796807406e-01,1.386240132289346061e+00,7.741081340394093679e-01,4.878992404030464414e-01,5.998637263872171888e-01
1.195352966140384332e+00,-1.401025644982971663e+00,-2.056877702471460456e-01,6.834639385539553746e-01,3.701229886476147812e-01,1.399156854528214700e+00,-3.210890955383428891e-02,4.322460042993002682e-01,3.558066436475932903e-01,1.454052793833312096e+00
-6.667633457620067983e-01,-8.662613641609014925e-01,-6.111380708093907543e-01,-1.033753427094986771e-01,-4.333314321091172316e-01,1.834470521087140371e-01,-2.056582752542993608e-01,-4.354211571154368438e-02,-1.384117460253216914e+00,-4.043138483664888705e-01
2.516810804616352204e+00,-2.476894782287593355e-01,-9.139149525575543942e-01,6.424549385360264209e-01,-9.516083660313557901e-01,1.338671532482210935e+00,1.367551596692543336e+00,2.889946945862062466e-01,-7.653260591100641275e-01,7.365714249021909632e-01
-1.156959749255254799e+00,4.349298317615383769e-01,1.553139336802501935e+00,-2.072839873280625800e-01,9.788684769570189514e-01,-4.618937692673467099e-01,-5.080658671010398475e-01,-1.029755859768338944e+00,-1.424759375014674090e+00,1.074549403236668560e-01
1.366893216483565099e-01,-2.945681345946343233e-01,3.747749189635118383e-01,1.775271191085529221e+00,-1.116513887152034146e+00,-3.451173946969234713e-02,1.575853144372943770e+00,7.855352287444710147e-01,1.783197677798108227e+00,-1.198105787842210335e+00
4.840690350019042354e-01,-1.178467352085718289e+00,1.276046778742565113e+00,1.889638596675046189e-01,4.774317802530493871e-01,-6.411544253348770983e-01,-1.219430257536696427e+00,-1.475770638539771307e+00,-3.520178093494747973e-01,-1.104798328839207588e+00
-9.537357864472743030e-01,-1.228242779819809893e+00,-4.994826987246476224e-01,-1.849068882210125553e+00,-5.898744519604390835e-01,5.975932379297373975e-01,-1.779761943348873721e-01,-3.108233638175962876e-01,-9.924045455166634680e-03,5.628815865609461122e-01
6.174585168190728224e-01,3.764224622927787034e-01,-1.193855357693668351e+00,9.326531387765203684e-02,1.547141326460836686e+00,-4.860250177352171130e-01,1.021869075964872753e+00,-1.134491002789474123e+00,6.398375334478021217e-03,-7.820618292401787519e-01
