-1.853755383357666708e-01,-1.009196848873686214e+00,-1.201622439266157860e+00,1.891692021221497821e+00,-2.516144438262135630e-01,1.254116368073273424e+00,5.238754293138809803e-01,-1.505782046371234140e+00,3.483874644811412735e-01,-1.583923694836794072e-01,5.489404345408079866e-01,-1.178840536924596005e+00,-1.093548065784010426e+00,-2.233171490982996110e-01,1.500608948528888917e-02,5.020852291214680241e-01,-7.565915659522089998e-01,7.129321535270422006e-01,1.587651947964770216e-01,-3.216343967570488016e-01,1.359371663216757224e-02,-4.124829694670148483e-01,-1.986966265069008974e+00,-1.445173153109779784e+00,-3.176661976761386424e-02,-1.320387978068390034e+00,3.734995967431308239e-01,1.493451756654172735e+00,8.972035804409042026e-01,-2.058383936699597960e+00,7.137210917491348949e-01,1.945009112498457260e-01,-5.470765929196773625e-01,6.394155902329131669e-01,6.332240517865979079e-01,-3.523426785621375790e-01,-1.221592640567656041e+00,-1.661756933478616971e-01,1.772506569024806300e+00,4.391769071139406955e-01,8.707840611533105291e-01,8.687634577672923020e-02,-7.285081122492228500e-01,-6.438699960686421475e-01,6.283719006693312403e-01,-1.202595634509290301e-01,7.861348395417540047e-01,-2.681541981736766944e-01,-4.053217670510692039e-01,-2.512183224105703494e-01
4.213006613959016100e-01,6.191982301391452115e-01,-1.692317579913422687e+00,2.445188435485739220e-01,-3.717780426645344583e-01,5.544901048462949067e-01,1.451717470314048408e-01,-4.430511593003360060e-01,-6.145994584171418085e-01,3.685578995818151182e-01,-5.501444534593703528e-01,3.626286255301842121e-01,1.634986027845751200e-01,1.600974535674669408e+00,-3.312096935214808302e-01,-8.874689273320091054e-01,2.125840024240721160e+00,6.056831232563683054e-01,-4.101887571342753835e-01,4.738401972387160099e-01,-8.702320549853037601e-01,8.952448408155052606e-01,-2.657349959587076635e-02,7.360464004533139315e-01,1.097820889711575987e+00,-3.768466612424604678e-01,3.946026757389010098e-01,-6.472052375269780056e-01,1.668473456265260113e+00,-1.401580019450185732e+00,1.281514296521948593e+00,3.813258122110946974e-02,1.930178409220659752e+00,-5.715832058152502393e-01,3.303359141144819877e-01,1.350849152064174774e+00,1.281763731514550919e+00,5.150129817164418311e-01,-3.034772119515058986e-01,1.041881508525916100e+00,3.009069870491620780e-01,-7.096623943866765538e-01,-2.302939599047649361e-02,9.105765833664514197e-01,-4.540443515856362189e-01,-7.056909980667930293e-01,6.574315568937253440e-01,-1.709567955206295342e-01,-7.690353738572767162e-01,-4.202088876302219056e-01
1.978316570402301466e-01,-1.049568582639976100e+00,-1.065523947204537247e+00,5.482302050154067713e-02,-5.318501758807137741e-02,-6.775507850825027711e-01,-1.991331424943313666e-01,-3.729748122967530000e-01,-4.491871996063063199e-01,-1.180013075162112512e+00,-1.015539356649439312e-01,1.768536631444346252e+00,-1.856556984294499002e-01,-1.465721062610903402e+00,-4.613782384440189843e-01,2.466544062830614004e-01,-1.843578087003167498e+00,7.485460944505663017e-01,-2.726187916895533303e-01,-6.311887074889173388e-02,-2.522609194668877119e+00,-5.269083748163704700e-02,6.003073022864302555e-01,-1.267495838635464667e+00,1.042987896436149198e+00,1.790750631316447405e+00,-1.863409559081074043e-02,4.855125478344207712e-02,-1.241349120971655839e+00,-1.106976094533405508e+00,-6.246421643425444092e-02,8.382503283914830572e-01,3.107532359229008279e-01,3.807117378196640534e-01,-4.722510768231879541e-01,-4.741386066632705121e-01,-1.356713704303396550e+00,1.551974973132625557e+00,1.482724727130578568e+00,1.424726678468545005e-01,7.399774617861433201e-01,-1.701377402510300119e+00,-3.260018936860862859e-01,8.012041475353637310e-01,-5.525039419570649812e-01,-1.606178509278370914e+00,-7.102331928397446204e-01,1.262362218577665063e-01,1.090351140395221963e+00,-4.013924513938580962e-01
9.632075058316966754e-01,9.369559967967786562e-01,6.817405901389639311e-01,2.182548163086582615e+00,-6.815168315172275282e-01,-4.555916899141835841e-01,1.032017977691496169e+00,-7.772954670204356153e-01,-1.071018503239015818e+00,1.098235496753301454e+00,-1.253458540182437408e+00,7.075789287339151468e-01,1.170078503715771545e-01,-3.114206830736468978e-01,-8.672928928042701602e-02,3.063042979426366386e-01,-1.366498473315094775e-01,-3.001738862659151796e-01,4.843682764207796754e-01,-2.218936535614269179e+00,2.369992222807372206e-01,2.128088450082265548e-01,3.099467096757325679e-01,2.727503508247234976e+00,-1.675209322312477767e+00,6.872368680288953868e-01,2.632769544927219263e-01,2.723261030174045638e-01,-1.373596684177457172e+00,3.370646547933157239e-02,-8.730908697389854201e-01,-1.041403650241588208e+00,1.593050354997536777e+00,1.269205043275685840e+00,1.182849156503573251e+00,-5.284595536066725163e-01,3.188614686258113284e-01,-6.008032349053796933e-02,6.422637751656014027e-01,1.134055900157420860e+00,9.931040117957525837e-01,1.129783399218115658e+00,3.387710530432452155e-02,2.999243735741514150e-01,-2.395765583365342177e+00,1.458644802242760941e+00,9.204242577585798335e-01,-4.530749352414445985e-01,-1.119427617185172696e+00,5.904502753663065651e-01
-5.099578642145256024e-01,-1.924140368647950239e-01,2.992702628588599922e-01,-2.830726105822907179e-01,1.089925540537997728e+00,-4.677427656401435541e-01,-4.488204303773342674e-01,7.359782231652048923e-01,1.380467473600226036e+00,1.148377685465135967e+00,4.877550407486100914e-01,-5.120456677137639190e-01,-1.143862535493943788e+00,-9.842115827846736886e-01,-1.278372501039760634e-01,6.302538225050713372e-01,-1.548715629157795481e+00,-5.738840973225358688e-01,-1.026944407031555873e+00,8.879796003244931901e-01,4.382568122138019717e-01,-1.882828548828390791e-01,1.835140229893976738e+00,-1.152153601485093715e+00,-1.205848317135556513e+00,-1.562480200406894504e+00,-6.534385618351157277e-01,-1.271515421296322002e+00,-1.281219071547651023e+00,-5.769568586090562112e-01,-1.606784066029961766e-01,-2.156544686534251909e+00,-5.278670867487141038e-02,5.548917422776982189e-01,1.400061682585982625e+00,-6.207773835139019508e-02,2.386531773194949579e+00,7.003828437869233925e-01,-1.175721281741628488e-01,-2.833778775044537568e-01,-1.359201258551905322e-01,3.450987747206309963e-01,5.967104379352649035e-01,-1.249185582854949628e+00,-1.096241757915203063e+00,-2.023786245808123843e-02,1.058526525839084548e-01,3.589654693328185875e-01,-1.829440808434882049e-01,-5.605286385106025282e-01
9.552504820821542397e-01,6.211361890239023298e-01,9.179015590019620197e-01,-9.813840156959962036e-01,1.335696322689097215e-01,4.467596450150471687e-01,2.701018762737358525e+00,5.855821561065208680e-01,2.324644079011889131e-01,1.096340626446619337e+00,-2.072487249033712620e-01,-6.240313301474389451e-01,8.241621857497918313e-01,2.889845362795536166e-01,-1.217032422527513091e+00,3.318315173954723418e-01,-2.406740958121775797e-01,1.819956926670435876e-02,2.401608304778292680e-01,1.015533056277715174e+00,5.263966673758295745e-01,-9.018382731690401111e-02,-7.807366963718532782e-01,-1.104630800308391558e+00,-2.944007159639812077e-01,4.561841817368222918e-01,9.051935636233465754e-01,-1.843674649022420953e-01,7.390076097724909143e-01,-1.893297934052370346e+00,-8.913575226203922230e-02,-5.453460451900302708e-01,3.705844986939131336e-01,3.296541340728241232e-01,-2.971987006240869311e-01,9.846019903100053372e-02,1.217605904127708305e+00,-1.076876758280651325e+00,7.180821764169980082e-01,-1.497577236700541770e+00,1.807418651356888617e+00,-9.282385255392591183e-01,5.429910431491021816e-01,-1.429571775599611802e-03,6.754427538378449114e-01,1.245601645774242927e+00,-8.339061388493831384e-01,-1.034343588080038012e+00,3.639742382449455693e-01,3.054627302795075994e-01
-1.154135555826136805e+00,3.293915186206905488e-01,2.176654323368829025e-01,1.168026635208991415e+00,-7.667651722135453152e-02,-5.131637417482449309e-02,-1.036431511968975427e-01,1.069238671850853750e+00,1.433884768655416253e-01,6.351134991793672135e-02,-3.262771447405919290e+00,-1.535421332190239685e+00,-1.468941473381394136e+00,-1.766150432452998353e-01,-6.117835177295759541e-01,-1.625908979370832563e+00,7.740606793319519952e-01,5.094790136197496766e-01,-8.028810997911769443e-01,4.268369154569513595e-03,-9.620881669702531225e-01,-1.282454289895715638e+00,8.317096390173162046e-01,1.932899664889534685e+00,-4.381852814659294992e-01,2.341882075327032631e+00,-6.569578246138135791e-01,-1.425031455136375635e+00,-1.201992058412792108e+00,-1.492622369234198443e+00,-4.023477256257416146e-01,8.641030766741903957e-01,5.216160146696183775e-01,-1.002869654271260291e+00,-7.398426740035525528e-02,2.735066343208931716e+00,-4.977174456252797530e-01,-1.011938809522380023e+00,-6.395543471097405730e-01,2.429084754003627111e+00,9.052572201251672945e-01,-4.120928883744923860e-02,-2.527358454429789458e-01,7.798111838646908378e-01,3.542277961754945470e-01,7.653464676838255265e-01,5.755528037788961715e-01,3.248318490769767086e-01,-1.627114804334752085e+00,-1.213972595244630526e+00
-1.555106057298297761e+00,5.632532175123881046e-01,2.350458327194472966e-02,-1.113988408929173390e+00,1.085687317936429253e+00,-4.965459205298016765e-01,2.882036208264999733e-01,-2.971846633603615895e-01,-2.279121311187501109e-01,2.296313313896224173e+00,5.107957175252864079e-01,-4.413117327112765498e-01,1.875099151033642608e-01,-6.340679470035841259e-02,1.082484623163027182e+00,4.559581132788364521e-01,1.847894590706881557e+00,-6.960091157131651496e-01,-2.193545507057379773e-01,8.120089706059778756e-01,-9.909577937555428262e-01,4.743536769490485083e-01,-3.942310090780088982e-01,-1.346081888185051145e+00,1.284885226477852083e+00,6.742127406724951477e-01,4.212151237786376096e-02,7.238895860775675928e-01,8.350083061027795406e-01,-5.622101307902488410e-01,-1.974886274423111709e+00,2.181878368599571960e+00,5.782413540097274263e-01,3.991794469746322571e-01,-3.008736976194023027e-01,1.643571747043843234e-01,-2.195185616489576663e+00,2.132428976409841692e-01,6.784487220892025938e-01,-3.714032763704817053e-01,1.700536539540723924e+00,-7.424064947833231010e-01,3.680466125170698266e-01,1.645199901760422412e+00,-8.899777527331993454e-01,-6.649710111504382182e-01,9.727349294170256622e-01,-2.574834075233684016e-01,3.474709827241712623e-01,2.142885673303134730e+00
-2.278823103074839596e-01,-7.263156315744460079e-01,3.071768294901316976e-01,-5.623738475774203716e-01,5.035217900932013046e-01,1.585370621913762212e+00,-1.023602283563447735e+00,-2.283534743949927892e-01,-6.284936374961481720e-01,2.180276647889158315e-01,1.030752513269416859e+00,1.300958082042682928e+00,1.092675967757238631e+00,-1.420789901461269267e+00,-3.571872375584369541e-01,-1.523262674197366717e+00,1.063913808577167996e+00,-6.930152694687566894e-01,6.767235692324621299e-01,1.232782153961992755e+00,2.437837563954817488e-01,-1.221372853452289409e+00,1.031377357282564411e+00,-2.457777159356682173e-01,1.544408831443199404e+00,1.015788028022690748e+00,4.009375043554716522e-01,-1.252128737062698560e+00,1.072040577072087331e+00,-6.231042079857768146e-01,6.889378030205468850e-02,6.571864421293537317e-01,-1.117461908899828771e+00,-1.608220394188233371e-01,-1.637977985046452201e+00,1.455383491968756271e+00,-4.539763436433038035e-01,3.948911647775948386e-01,-7.619128008339743907e-01,-2.459536101169514932e-01,1.323942227477357347e+00,2.532094336289587577e-01,-1.212824838730276689e+00,-2.851401812806426128e-01,-6.398131413652466959e-01,2.063046856931578521e+00,-6.644014169132325121e-01,-1.854263857011525962e+00,6.768562543074917448e-01,7.230208696186152251e-01
-1.007796302951945444e-01,8.762421286358625938e-01,-2.934887177458256335e-01,8.065617352788400085e-01,1.868027977247598281e+00,5.259796107163385859e-01,-2.291220803663420458e-01,-1.227107772160767885e-01,-6.688662229454916952e-01,-4.412625821698782924e-01,1.392468663810005926e-02,4.223422476587989638e-01,4.936873799364922544e-01,-1.096892539544785272e+00,9.319493409182211252e-02,1.243204263389683151e+00,-1.851245126783436779e-01,7.690482719995900274e-01,8.205469229564122946e-01,1.618862495353248221e-01,8.869702115469340065e-01,7.074740957257007468e-01,-3.503362330780943057e-01,-4.695690744701322417e-01,-7.061628860015943809e-01,2.465342369137527578e-01,1.657562996450444859e-01,-5.005300773896028677e-01,-1.125147401308823764e-01,3.250572532735808151e-01,4.954754057354379682e-01,-3.829600674104000069e-01,-6.343997279914584397e-02,-4.513622722710218804e-01,8.606702868744720014e-01,2.113960485209857243e+00,-3.661679742117973646e-01,9.909513261592571565e-02,-4.358199459941425880e-01,8.616725480242185542e-01,4.680484628504391620e-02,-1.357175330877618269e-01,3.176659817967679711e-01,-1.685118720164637596e+00,-3.092531597271194865e+00,-1.316205086450310979e+00,4.913002565798462173e-01,6.752064591022409745e-01,-1.221089383807840267e+00,-4.413018157537092478e-01
